genome,domain,phylum,class,order,family,genus,species,source,assembly,accession,sample,substrate,country,origin,assign,database
MASTER_WP4_MATIS_1__S3-19__bin.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum finnmarkense_A,Carlino et al. 2024,MAG,NA,NA,seafood,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_UNINA_2__E-22__bin.8,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Tepidiphilus,Tepidiphilus succinatimandens,Carlino et al. 2024,MAG,NA,brine,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
ODFM-BA-A-0215-003_JABEVO000000000,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus,Tetragenococcus halophilus,Whon et al. 2021,NA,NA,Unknown,NA,South Korea,South Korea,prokaryote,MiFoDB_gamma_v1_prok
DeFilippisF_xxxx__DS_2__bin.27,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus,Tetragenococcus koreensis,Carlino et al. 2024,MAG,NA,salame_avellino,meat,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_FFoQSI_3__VB07-22__bin.2,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus,Tetragenococcus muriaticus,Carlino et al. 2024,MAG,NA,brine,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_CSIC_1__P2238_73323__bin.12,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus,Tetragenococcus solitarius,Carlino et al. 2024,MAG,NA,cheese_1_after_ripening;interior,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
S3.2_bin.2,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus,Tetragenococcus sp. 1,Kothe et al. 2023b,MAG,NA,novel miso,legumes,Denmark,"Copenhagen, Denmark",prokaryote,MiFoDB_gamma_v1_prok
AlvarezOrdonezA_xxxx__C05-18__bin.5,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus,Tetragenococcus sp. 2,Carlino et al. 2024,MAG,NA,cured_meat_after_ripening,meat,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
DeFilippisF_xxxx__DF_58__bin.5,Bacteria,Deinococcota,Deinococci,Deinococcales,Thermaceae,Thermus,Thermus parvatiensis,Carlino et al. 2024,MAG,NA,gorgonzola,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
ArikanM_2020__ERS1939655__bin.9,Bacteria,Deinococcota,Deinococci,Deinococcales,Thermaceae,Thermus,Thermus scotoductus,Carlino et al. 2024,MAG,NA,kombucha,sugar,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_FFoQSI_3__VB13-30__bin.23,Bacteria,Bacillota_A,Clostridia,Tissierellales,Tissierellaceae_A,Tissierella_A,Tissierella_A sp. 1,Carlino et al. 2024,MAG,NA,ripened_cheese_b_rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_FFoQSI_1__KM-5G__bin.38,Bacteria,Bacillota_A,Clostridia,Tissierellales,Tissierellaceae_A,Tissierella_A,Tissierella_A sp. 2,Carlino et al. 2024,MAG,NA,ripened_cheese_c4_rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_CSIC_1__P2137_73322__bin.43,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tranquillimonas,Tranquillimonas rosea,Carlino et al. 2024,MAG,NA,brine,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
AlvarezOrdonezA_xxxx__R01-19__bin.3,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Actinomycetaceae,Trueperella,Trueperella pyogenes,Carlino et al. 2024,MAG,NA,fresh_meat_after_ripening,meat,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_CSIC_1__P2137_73322__bin.66,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,UBA2632,UBA2632 sp. 1,Carlino et al. 2024,MAG,NA,brine,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_UNINA_1__FO007_71775__bin.2,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,UBA2632,UBA2632 sp. 2,Carlino et al. 2024,MAG,NA,fontina,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
LeechJ_xxxx__AF80__bin.2,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Ureibacillus,Ureibacillus thermosphaericus,Carlino et al. 2024,MAG,NA,parkia_biglobosa_seeds,seed,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_FFoQSI_1__VB12-F-BR__bin.37,Bacteria,Bacillota,Bacilli,Lactobacillales,Vagococcaceae,Vagococcus,Vagococcus carniphilus,Carlino et al. 2024,MAG,NA,ripened_cheese_b_rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
LeechJ_xxxx__AF59__bin.2,Bacteria,Bacillota,Bacilli,Lactobacillales,Vagococcaceae,Vagococcus,Vagococcus fluvialis,Carlino et al. 2024,MAG,NA,pentaclehtra_macrophylla_oil_bean,seed,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_CSIC_1__P2249_73323__bin.15,Bacteria,Bacillota,Bacilli,Lactobacillales,Vagococcaceae,Vagococcus,Vagococcus silagei,Carlino et al. 2024,MAG,NA,cheese_2_after_ripening;rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_UNINA_1__PU007_71775__bin.15,Bacteria,Bacillota,Bacilli,Lactobacillales,Vagococcaceae,Vagococcus,Vagococcus sp. 1,Carlino et al. 2024,MAG,NA,puzzone_di_moena,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_UNINA_1__GO004_71775__bin.32,Bacteria,Bacillota,Bacilli,Lactobacillales,Vagococcaceae,Vagococcus,Vagococcus sp. 2,Carlino et al. 2024,MAG,NA,gorgonzola,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_UNINA_1__GO004_71775__bin.17,Bacteria,Bacillota,Bacilli,Lactobacillales,Vagococcaceae,Vagococcus,Vagococcus sp. 3,Carlino et al. 2024,MAG,NA,gorgonzola,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_FFoQSI_1__VB-09-AG__bin.57,Bacteria,Bacillota,Bacilli,Lactobacillales,Vagococcaceae,Vagococcus,Vagococcus sp. 4,Carlino et al. 2024,MAG,NA,ripened_cheese_c2_rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
LeechJ_xxxx__AF57__bin.8,Bacteria,Bacillota,Bacilli,Lactobacillales,Vagococcaceae,Vagococcus_A,Vagococcus_A lutrae,Carlino et al. 2024,MAG,NA,citrullus_vulgaris,vegetable,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_UNINA_1__TA012_71775__bin.5,Bacteria,Bacillota,Bacilli,Lactobacillales,Vagococcaceae,Vagococcus_D,Vagococcus_D salmoninarum,Carlino et al. 2024,MAG,NA,taleggio,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_UNINA_2__J-19__bin.27,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Variovorax,Variovorax sp. 1,Carlino et al. 2024,MAG,NA,post_processed_vegetables,vegetable,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_UNINA_2__J-19__bin.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Variovorax,Variovorax sp. 2,Carlino et al. 2024,MAG,NA,post_processed_vegetables,vegetable,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
ODFM-BA-A-0160-001_Vibrio_casei_JB196,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio casei,Whon et al. 2021,draft,NA,cheese,dairy,United States of America,United States of America,prokaryote,MiFoDB_gamma_v1_prok
LeechJ_2020__ERS3967688__bin.4,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Vibrionaceae,Vibrio,Vibrio cholerae,Carlino et al. 2024,MAG,NA,wagashi,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MacoriG_2019__CS_R33__bin.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio hibernica,Pasolli et al. 2020,MAG,NA,"cheese, brie",dairy,Italy,Italy,prokaryote,MiFoDB_gamma_v1_prok
WalshAM_2020__ERS3466749__bin.4,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Vibrionaceae,Vibrio,Vibrio litoralis subsp. 1,Carlino et al. 2024,MAG,NA,mild,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_TEAGASC_1__TGS04-28__bin.21,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Vibrionaceae,Vibrio,Vibrio litoralis subsp. 2,Carlino et al. 2024,MAG,NA,cheese_2_after_ripening;core,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MacoriG_2019__CS_R42__bin.6,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio toranzoniae,Pasolli et al. 2020,MAG,NA,"cheese, mild",dairy,Italy,Italy,prokaryote,MiFoDB_gamma_v1_prok
GCF_005405505.1_ASM540550v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella bombi,NCBI,RefSeq,GCF_005405505.1,Bumblebee gut,NA,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
GCF_018394055.1_ASM1839405v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella ceti,NCBI,RefSeq,GCF_018394055.1,Type material of Weissella ceti,NA,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
GCF_001951095.1_ASM195109v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,NCBI,RefSeq,GCF_001951095.1,Infant saliva,NA,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
GCF_004771075.1_ASM477107v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella confusa,NCBI,RefSeq,GCF_004771075.1,Cabbage,vegetable,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
ODFM-BA-A-0217-003_GCF_025908565.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella confusa_B,Whon et al. 2021,NA,NA,kimchi,vegetable,South Korea,South Korea,prokaryote,MiFoDB_gamma_v1_prok
GCF_014397255.1_ASM1439725v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella diestrammenae,NCBI,RefSeq,GCF_014397255.1,Cricket gut,NA,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
GCF_000420365.1_ASM42036v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella halotolerans,NCBI,RefSeq,GCF_000420365.1,Sausage,meat,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
GCF_012396435.1_ASM1239643v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella hellenica,NCBI,RefSeq,GCF_012396435.1,Dry naturally fermented Greek sausage,meat,Greece,Greece,prokaryote,MiFoDB_gamma_v1_prok
ODFM-BA-A-0092-002_Weissella_hellenica_wikim14,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella hellenica_B,Whon et al. 2021,draft,NA,kimchi,vegetable,Unknown,Unknown,prokaryote,MiFoDB_gamma_v1_prok
GCF_001438705.1_ASM143870v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella kandleri,NCBI,RefSeq,GCF_001438705.1,Fermented sausages,meat,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
ODFM-BA-A-0086-005_Weissella_koreensis_CBA3615,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella koreensis,Whon et al. 2021,draft,NA,kimchi,vegetable,South Korea,South Korea,prokaryote,MiFoDB_gamma_v1_prok
DeFilippisF_xxxx__DS_78__bin.5,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella minor,Carlino et al. 2024,MAG,NA,salame_felino,meat,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
GCF_000691805.2_ASM69180v2_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella oryzae,NCBI,RefSeq,GCF_000691805.2,Paddy field,NA,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
GCF_015689215.1_ASM1568921v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella paramesenteroides,NCBI,RefSeq,GCF_015689215.1,Ensiled sorghum,NA,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
GCF_003353445.1_ASM335344v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella soli,NCBI,RefSeq,GCF_003353445.1,Kimchi,vegetable,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
GCF_001932615.1_ASM193261v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella thailandensis,NCBI,RefSeq,GCF_001932615.1,"Jogaejeotgal, a Traditional Korean Fermented Seafood",NA,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
GCF_016908785.1_ASM1690878v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella uvarum,NCBI,RefSeq,GCF_016908785.1,Type material of Weissella uvarum,NA,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_UNINA_2__V-25.1__bin.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella viridescens,Carlino et al. 2024,MAG,NA,cheese_rind_1_t15,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
GCF_003862435.1_ASM386243v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella viridescens_A,NCBI,RefSeq,GCF_003862435.1,"Bacterial culture, chile",NA,Chile,Chile,prokaryote,MiFoDB_gamma_v1_prok
GCF_025211165.1_ASM2521116v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella_A,Weissella_A beninensis,NCBI,RefSeq,GCF_025211165.1,Fermented cassava,vegetable,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
GCF_004358325.1_ASM435832v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella_A,Weissella_A cryptocerci,NCBI,RefSeq,GCF_004358325.1,Culture,NA,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
GCF_000832905.1_ASM83290v1_genomic,Bacteria,Firmicutes,Bacilli,Bacillales_B,Bacillaceae_C,Weizmannia,Weizmannia coagulans,NCBI,RefSeq,GCF_000832905.1,Type strain of Bacillus coagulans,NA,United States of America,United States of America,prokaryote,MiFoDB_gamma_v1_prok
PasolliE_2020__SRS6525471__bin.1,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae_C,Weizmannia,Weizmannia coagulans_A,Carlino et al. 2024,MAG,NA,NA,probiotics,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
AlvarezOrdonezA_xxxx__Q07-29__bin.11,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Williamsia,Williamsia sp. 1,Carlino et al. 2024,MAG,NA,cheese_1_after_ripening;rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
AlvarezOrdonezA_xxxx__Q07-30__bin.31,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Williamsia,Williamsia sp. 2,Carlino et al. 2024,MAG,NA,cheese_2_after_ripening;rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
AlvarezOrdonezA_xxxx__Q01-30__bin.12,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas campestris,Carlino et al. 2024,MAG,NA,cheese_2_after_ripening;rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
SEM_41_S58.12,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas perforans,This paper,MAG,NA,Kimchi brine 48h,vegetable,United States of America,"Stanford, CA, United States of America",prokaryote,MiFoDB_gamma_v1_prok
LeechJ_xxxx__AF84__bin.10,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas_A,Xanthomonas_A translucens,Carlino et al. 2024,MAG,NA,cassava,vegetable,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_FFoQSI_1__VB-16-M13__bin.18,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Micrococcaceae,Yaniella,Yaniella sp.,Carlino et al. 2024,MAG,NA,ripened_cheese_c1_rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
AlvarezOrdonezA_xxxx__Q07-20__bin.16,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Yersinia,Yersinia enterocolitica,Carlino et al. 2024,MAG,NA,raw_milk,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
LeechJ_xxxx__AF55__bin.6,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Zymobacter,Zymobacter palmae,Carlino et al. 2024,MAG,NA,palm_sap,fruit,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MortensenS_xxxx__WK042-1-L-48h-03G1_S74__bin.2,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Zymomonas,Zymomonas mobilis,Carlino et al. 2024,MAG,NA,water_kefir_figs_fresh_liquid,sugar,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MortensenS_xxxx__WK043-2-G-48h-04C1_S119__bin.7,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Zymomonas,Zymomonas mobilis_B,Carlino et al. 2024,MAG,NA,water_kefir_figs_fresh_grain,sugar,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MortensenS_xxxx__WK018T-1-G-00h-05I7_S131__bin.4,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Zymomonas,Zymomonas pomaceae,Carlino et al. 2024,MAG,NA,water_kefir_figs_fresh_grain,sugar,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
GCF_002926085.2_CanDuoHae_v1.0_genomic,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,[Candida] duobushaemulonis,NCBI,RefSeq,GCF_002926085.2,isolated from human blood,NA,United States of America,United States of America,eukaryote,MiFoDB_beta_v3_euk
GCA_026027325.1_ASM2602732v1_genomic,Eukaryota,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Actinomucor,Actinomucor elegans,NCBI,GenBank,GCA_026027325.1,NA,NA,China,China,eukaryote,MiFoDB_beta_v3_euk
GCF_001642055.1_Altal1_genomic,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,NCBI,RefSeq,GCF_001642055.1,NA,NA,NA,NA,eukaryote,MiFoDB_beta_v3_euk
GCF_000002655.1_ASM265v1_genomic,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus fumigatus,NCBI,RefSeq,GCF_000002655.1,Lungs of patient,NA,United Kingdom,United Kingdom,eukaryote,MiFoDB_beta_v3_euk
GCF_001890805.1_Aspgl1_genomic,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus glaucus,NCBI,RefSeq,GCF_001890805.1,NA,NA,United States of America,United States of America,eukaryote,MiFoDB_beta_v3_euk
GCF_010724455.1_ASM1072445v1_genomic,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus lentulus,NCBI,RefSeq,GCF_010724455.1,Human isolate,NA,Japan,Japan,eukaryote,MiFoDB_beta_v3_euk
GCF_016861625.1_AkawachiiIFO4308_assembly01_genomic,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus luchuensis,NCBI,RefSeq,GCF_016861625.1,NA,NA,Japan,Japan,eukaryote,MiFoDB_beta_v3_euk
GCF_000011425.1_ASM1142v1_genomic,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus nidulans,NCBI,RefSeq,GCF_000011425.1,NA,NA,NA,NA,eukaryote,MiFoDB_beta_v3_euk
GCF_000002855.3_ASM285v2_genomic,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus niger,NCBI,RefSeq,GCF_000002855.3,NA,NA,Netherlands,Netherlands,eukaryote,MiFoDB_beta_v3_euk
GCF_000184455.2_ASM18445v3_genomic,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus oryzae,NCBI,RefSeq,GCF_000184455.2,NA,NA,Japan,Japan,eukaryote,MiFoDB_beta_v3_euk
GCA_008274985.1_ASM827498v1_genomic,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus sojae,NCBI,GenBank,GCA_008274985.1,meju,soy,South Korea,South Korea,eukaryote,MiFoDB_beta_v3_euk
GCF_000149615.1_ASM14961v1_genomic,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus terreus,NCBI,RefSeq,GCF_000149615.1,NA,NA,NA,NA,eukaryote,MiFoDB_beta_v3_euk
GCF_013340325.1_ASM1334032v1_genomic,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus tubingensis,NCBI,RefSeq,GCF_013340325.1,NA,NA,NA,NA,eukaryote,MiFoDB_beta_v3_euk
GCF_003184745.1_Aspuva1_genomic,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus uvarum,NCBI,RefSeq,GCF_003184745.1,Holotype of Aspergillus uvarum,NA,NA,NA,eukaryote,MiFoDB_beta_v3_euk
GCA_903819665.1_AWRI4233_genomic,Eukaryota,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,Aureobasidium mustum,NCBI,GenBank,GCA_903819665.1,grape juice,fruit,Australia,Australia,eukaryote,MiFoDB_beta_v3_euk
GCF_000721785.1_Aureobasidium_pullulans_var._pullulans_EXF-150_assembly_version_1.0_genomic,Eukaryota,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,Aureobasidium pullulans,NCBI,RefSeq,GCF_000721785.1,NA,NA,NA,NA,eukaryote,MiFoDB_beta_v3_euk
GCA_903853725.1_AWRI4620_genomic,Eukaryota,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,Aureobasidium uvarum,NCBI,GenBank,GCA_903853725.1,grape juice,fruit,Australia,Australia,eukaryote,MiFoDB_beta_v3_euk
GCA_903819635.1_AWRI4619_genomic,Eukaryota,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,Aureobasidium vineae,NCBI,GenBank,GCA_903819635.1,grape juice,fruit,Australia,Australia,eukaryote,MiFoDB_beta_v3_euk
GCF_000143535.2_ASM14353v4_genomic,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Botrytis,Botrytis cinerea,NCBI,RefSeq,GCF_000143535.2,NA,NA,Netherlands,Netherlands,eukaryote,MiFoDB_beta_v3_euk
ODFM-BA-A-0118-001_Brettanomyces_anomalus_YV396,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Brettanomyces,Brettanomyces anomalus YV396,Whon et al. 2021,draft,NA,beer,grains,Belgium,Belgium,eukaryote,MiFoDB_beta_v3_euk
GCF_011074885.1_ASM1107488v2_genomic,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Brettanomyces,Brettanomyces bruxellensis,NCBI,RefSeq,GCF_011074885.1,Fruit wine,fruit,Australia,Thailand,eukaryote,MiFoDB_beta_v3_euk
GCA_012295355.1_ASM1229535v1_genomic,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Brettanomyces,Brettanomyces naardenensis,NCBI,GenBank,GCA_012295355.1,lemonde,fruit,Danmark,Denmark,eukaryote,MiFoDB_beta_v3_euk
GCF_000182765.1_ASM18276v2_genomic,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida parapsilosis,NCBI,RefSeq,GCF_000182765.1,NA,NA,NA,NA,eukaryote,MiFoDB_beta_v3_euk
GCA_003243815.1_ASM324381v1_genomic,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Spathaspora,Candida sake,NCBI,GenBank,GCA_003243815.1,kimchi,vegetable,South Korea,South Korea,eukaryote,MiFoDB_beta_v3_euk
GCF_000006335.3_ASM633v3_genomic,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida tropicalis,NCBI,RefSeq,GCF_000006335.3,NA,NA,NA,NA,eukaryote,MiFoDB_beta_v3_euk
GCA_003709245.3_ASM370924v3_genomic,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera saturnus,NCBI,GenBank,GCA_003709245.3,Type material of Saccharomyces saturnus,NA,United States of America,"Wisconsin, United States of America",eukaryote,MiFoDB_beta_v3_euk
GCF_000006445.2_ASM644v2_genomic,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces hansenii,NCBI,RefSeq,GCF_000006445.2,Type material of Debaryomyces hansenii,NA,NA,NA,eukaryote,MiFoDB_beta_v3_euk
GCA_023522825.1_DampeI2T2_genomic,Eukaryota,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe ampelina,NCBI,GenBank,GCA_023522825.1,root,NA,Vietnam,Vietnam,eukaryote,MiFoDB_beta_v3_euk
GCA_005959805.1_ASM595980v1_genomic,Eukaryota,Ascomycota,Dothideomycetes,Myriangiales,Elsinoaceae,Elsinoe,Elsinoe ampelina,NCBI,GenBank,GCA_005959805.1,Vitis vinifera cv. Red Globe,NA,China,China,eukaryote,MiFoDB_beta_v3_euk
